type,space,price,area_price,address,metro,time_to_metro,subtitle,date,source
2-к. квартира,51,9 000 000₽,174 757 ₽ за м²,"пр-т Солидарности, 7к1",Проспект Большевиков,11–15 мин.,"Арт. 131951335 Продается двухкомнатная квартира с хорошим ремонтом в панельном доме, на высоком 8 этаже с панорамным видом на город. Квартира с изолированными комнатами, светлая, теплая! Удачной планировки, имеется встроенная оборудованная гардеробная. При продаже в квартире остается кухонная мебель с бытовой техникой. В комнате установлен кондиционер. На кухне теплый пол. В дом е свой Тсж. Очень чистая парадная и хорошие соседи. Район с развитой инфраструктурой. До метро Проспект Большевиков 15...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_515_m_89_et._7890283760?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,29,5 649 999₽,192 833 ₽ за м²,,Парнас,от 31 мин.,"Продается квартира-студия на 13-м этаже в проекте комфорт-класса glorax Парголово. Общая площадь лота составляет 29,34 кв. М, из которых 19,95 кв. М отведено под жилую и кв. М под кухонную зону. Номер квартиры — 255.

Преимущества:
- Квартира комфорт-класса.
- Зеленый район, Шуваловский парк в 20 мин. Пешком.
- 10 мин. До Кад, 15 мин. До Зсд.
- 5 эт. Паркинг на 451 м/м.
- Закрытые дворы с видеонаблюдением.
- Детские площадки с геопласткой и бизиборадми.
- Сады и школы в шаговой доступности.
- Сп...",,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_293_m_1315_et._7596704521?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,24,11 848 694₽,485 602 ₽ за м²,,Приморская,от 31 мин.,"Квартира №22 в корпусе Carbon проекта бизнес-класса «Bashni Element».
«Bashni Element» — новый жилой проект бизнес-класса на Васильевском острове от девелоперской компании «Elemenт». В его составе — 5 башен, две из которых соединены первым в Санкт-Петербурге «небесным мостом» с клубной инфраструктурой. "".

— Первая линия Финского залива (южная часть намыва Васильевского острова), 80% квартир — с видом на воду.

— Футуристичная архитектура от «А. Лен» — 5 разновысотных башен: Carbon, Cuprum, Tita...",,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_244_m_522_et._4379812494?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
1-к. квартира,32,6 190 000₽,190 462 ₽ за м²,"пр-т Просвещения, 24/2",Проспект Просвещения,11–15 мин.,"Адрес: Пр. Просвещения, 24/2 (знаменитый район с развитой инфраструктурой).

Цена: 6 190 000 ₽.

Плюсы:

1 Локация «всё включено». Выходишь из подъезда — и ты в центре событий. Остановки транспорта, магазины у дома, школы и детские сады — всё в шаговой доступности. До метро можно быстро доехать или прогуляться в хорошую погоду.

2 Готова к жизни. Квартира чистая, ухоженная. Здесь можно жить сразу после покупки, сделав лишь небольшой косметический ремонт на свой вкус, либо заезжать с вещами.

3 И...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_325_m_59_et._7931921059?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
2-к. квартира,71,17 366 940₽,242 894 ₽ за м²,,Комендантский проспект,от 31 мин.,"Продаётся двухкомнатная квартира в жилом комплексе Цдс Dreamline, Корпус 2.7.
Цена Указана С Учетом Скидки ЗА Наличные. При покупке квартиры без участия агентов дарим сертификат новосела в магазин Hoff на сумму 50 000 рублей. Им можно оплатить не более 15% от суммы покупки.
Квартиры с чистовой отделкой: на полу ламинат, на стенах обои под покраску, установлены межкомнатные двери, в санузлах везде положена плитка, установлена вся сантехника!

Цдс Dreamline — это новый ЖК на Парашютной улице. Перв...",,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_715_m_317_et._7731676539?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
1-к. квартира,36,7 990 000₽,218 904 ₽ за м²,"пос. Парголово, ул. Фёдора Абрамова, 8",Парнас,11–15 мин.,"Продам уютную 2-евро (однокомнатную) квартиру 36,5м2 — готова к проживанию!

Описание квартиры:
- Просторная кухня-гостиная 15,7 м² с выходом на лоджию — отличное пространство для готовки и отдыха. Кухонный гарнитур оснащён подсветкой рабочей зоны и встроенной техникой: варочная панель, вытяжка, духовка.

- Спальня 14,8 м² включает несколько функциональных зон: здесь с комфортом разместится кровать для отдыха и восстановления, вместительный шкаф-гардероб, а также рабочее место или аккуратный туа...",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_365_m_2527_et._7939703246?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,18 м²,4 650 000₽,258 333 ₽ за м²,"ул. Ефимова, 5",Спасская,до 5 мин.,"Продается уютная студия в адмиралтейском районе Петербурга!

Метро Сенная, Садовая 4мин пешком.

Тихая, спокойная улица.

Новый дизайнерский ремонт.

Коридор с ремонтом.

Высота потолка 3,65м.

Высота второго яруса 1,4м.

Чистая парадная.

Через дорогу открыли прогулочное пространство «Сено».

Прямая продажа. Все документы к сделке готовы.

Нотариальная сделка.

Можно жить, сдавать в аренду.

Можно прописаться.",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_18_m_55_et._7961063703?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
1-к. квартира,33,7 000 000₽,208 955 ₽ за м²,,Рыбацкое,21–30 мин.,"Срочная Продажа!

Продается уютная 1 комнатная квартира, а ЖК Живи! В Рыбацком!
Квартира с полной чистовой отделкой и частично с мебелью.
Дом сдан! Ключи 3 квартал 2026г.

«Живи! В Рыбацком» — квартал, созданный с учётом всех деталей, отвечающих за высокий уровень комфорта:
— развитая транспортная инфраструктура — район обладает отличными транспортными характеристиками;
— пешая доступность метрополитена (м. Рыбацкое);
— развивающаяся коммерческая инфраструктура внутри квартала;
— развитая сущест...",,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_335_m_423_et._7961661182?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
2-к. квартира,50,15 096 510₽,297 175 ₽ за м²,,Юго-Западная,21–30 мин.,"Номер квартиры: 80з.

Этаж: 17.

Площадь: 50.83.

Корпус: Корпус 2. Жилой комплекс «Южный форт» представляет собой комплексную застройку, объединяющую монолитно-кирпичные здания. Застройщик предлагает разнообразие планировок, включая варианты с предчистовой и чистовой отделкой, что позволяет выбрать наиболее подходящий вариант под индивидуальные потребности. Ожидается, что объект будет введен в эксплуатацию в 4 квартале 2026 года.",,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_508_m_1720_et._7937657479?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,21 м²,4 399 000₽,209 476 ₽ за м²,"18-я линия Васильевского острова, 23",Горный институт,6–10 мин.,"Продается уютная студия в 6 минутах пешком от метро Горный Институт!

Метро Василеостровская 12 мин пешком.

Тихая, спокойная улица.

Новый дизайнерский ремонт.

Фотографии соответствуют действительности.

Высота второго яруса 1,5м.

Дом отреставрирован, выполнен капремонт в 2023г.

Прямая продажа. Все документы к сделке готовы.

Нотариальная сделка.

Можно жить, сдавать в аренду.

Есть прописка.

Ипотека: примсоц, ткб, сургутнефть банк, Сбербанк.",21 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_21_m_37_et._7851213558?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
1-к. квартира,35,8 532 816₽,241 040 ₽ за м²,,Академическая,от 31 мин.,"Цена действует при 100% оплате и на определенные ипотечные программы.
Подробности — в отделе продаж по телефону.

Продаётся 1-комнатная квартира в ЖК «Ручьи» на 13 этаже. Общая площадь составляет 35.40 кв. М. Квартира с чистовой отделкой. Жилой комплекс «Ручьи» располагается по адресу Санкт-Петербург, Красногвардейский.

ЖК «Ручьи» — крупный проект комфорт-класса в Красногвардейском районе, на Пискаревском проспекте. В новостройке эргономичные планировки, уютные пешеходные дворы без машин, с дет...",,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_354_m_1320_et._7406975010?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
Квартира-студия,27,6 750 000₽,246 350 ₽ за м²,"ул. Оптиков, 45к2",Беговая,21–30 мин.,"Продается квартира-студия в современным доме.

О квартире:

- общая площадь (без учёта балкона) 27,4 м2;

- Есть просторный балкон, окна выходят во двор (восток);

- Вся мебель и техника остаются будущему владельцу, есть кондиционер.

О доме:

- год постройки 2008;

- монолитные стены;

- 3 лифта, включая грузовой;

- есть подземный паркинг.

О сделке: прямая продажа, два взрослых собственника (семейная пара), приобретали у застройщика по Дду, без обременений.",Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_274_m_1525_et._7911230009?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqQUl0SHhENTVaQU9ZZUE2Ijt9IPMMnD8AAAA
