type,space,price,area_price,address,metro,subtitle,date,source
Квартира-студия,34,5 400 000₽,,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_346_m_39_et._7930706017?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
1-к. квартира,28 м²,7 300 000₽,,"Бухарестская ул., 146к1","Дунайская ,11–15 мин.",,6 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_28_m_1616_et._7892528174?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
Квартира-студия,23,4 239 066₽,,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_238_m_1621_et._7406265703?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
2-к. квартира,31,4 900 000₽,,"Запорожская ул., 23к2","Обухово ,6–10 мин.",,6 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_315_m_1313_et._8045247625?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
Квартира-студия,27,4 460 000₽,,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_279_m_39_et._7930842534?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
Квартира-студия,15 м²,4 800 000₽,,"ул. Рубинштейна, 14","Достоевская ,до 5 мин.",,2 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_15_m_35_et._7959081352?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
2-к. квартира,61,18 750 000₽,,"Актёрский проезд, д. 2, корп. 1, стр. 1","Проспект Просвещения ,21–30 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_617_m_613_et._7687244863?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
3-к. квартира,101 м²,38 900 000₽,,"Шпалерная ул., 60Б","Чернышевская ,16–20 мин.",,14 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_101_m_29_et._7823316592?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
2-к. квартира,64 м²,16 200 000₽,,"пр-т Королёва, 21к1","Комендантский проспект ,16–20 мин.",,3 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_64_m_1725_et._7913112801?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
1-к. квартира,37,15 919 238₽,,"ул. Егорова, д. 23б, лит. А","Фрунзенская ,11–15 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_376_m_211_et._7406120922?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
2-к. квартира,50,11 700 000₽,,"Серебристый б-р, 15","Пионерская ,6–10 мин.",,3 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_505_m_79_et._7884873018?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
Квартира-студия,23,4 700 000₽,,"пос. Шушары, Вилеровский пер., 6","Купчино ,от 31 мин.",,9 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_234_m_2125_et._7925439275?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
Квартира-студия,19,5 250 000₽,,"наб. реки Каменки, 25","Озерки ,от 31 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_195_m_2225_et._7920476954?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
1-к. квартира,42 м²,11 799 000₽,,"ул. Оптиков, 50к2","Беговая ,16–20 мин.",,6 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_42_m_712_et._7768954144?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
1-к. квартира,37,9 180 855₽,,,"Ломоносовская ,от 31 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_377_m_1325_et._7406883985?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
4-к. квартира,168 м²,54 950 000₽,,"Новосельковская ул., 23","Озерки ,21–30 мин.",,24 октября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_168_m_24_et._7705970922?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
1-к. квартира,37,21 986 524₽,,"ул. Новгородская, д. 8","Площадь А. Невского I ,16–20 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_378_m_210_et._4079341059?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
2-к. квартира,49,7 400 000₽,,"ул. Крыленко, 21к2","Улица Дыбенко ,16–20 мин.",,13 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_497_m_89_et._7925000677?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
1-к. квартира,42,8 950 000₽,,"ул. Крыленко, 1к1с8","Улица Дыбенко ,21–30 мин.",,1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_421_m_1515_et._7893524606?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
Квартира-студия,31,15 839 707₽,,"наб. Реки Смоленки, д. 8/86Б","Василеостровская ,6–10 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_313_m_29_et._7498435168?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
3-к. квартира,58 м²,14 500 000₽,,"ул. Академика Константинова, 10к1","Академическая ,16–20 мин.",,1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_58_m_69_et._7945062201?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
2-к. квартира,51,19 350 302₽,,"ул. Кубинская, стр. 76","Московская ,21–30 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_517_m_212_et._2900855943?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
Апартаменты-студия,11 м²,1 950 000₽,,"Сестрорецкая ул., 3","Чёрная речка ,6–10 мин.",,9 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_11_m_15_et._7877633283?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
3-к. квартира,70 м²,15 436 680₽,,,"Академическая ,от 31 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_70_m_1321_et._7406683958?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
5-к. квартира,364,270 000 000₽,,"Вязовая ул., 10","Крестовский остров ,11–15 мин.",,13 сентября 2024,https://www.avito.ru/sankt-peterburg/kvartiry/5-k._kvartira_3641_m_55_et._4410587036?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
5-к. квартира,143,95 000 000₽,,"Петровский пр-т, 9к2","Крестовский остров ,16–20 мин.",,27 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/5-k._kvartira_1433_m_19_et._7800188000?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
2-к. квартира,55,21 683 608₽,,,"Лесная ,11–15 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_559_m_1213_et._7847836522?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
1-к. квартира,33,6 900 000₽,,"Гражданский пр-т, 15к1","Академическая ,11–15 мин.",,2 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_333_m_49_et._7925764707?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
1-к. квартира,42,5 800 000₽,,"пр-т Косыгина, 25к1","Проспект Большевиков ,от 31 мин.",,7 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_425_m_212_et._7892254077?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
1-к. квартира,34,6 650 000₽,,"Пейзажная ул., 10","Гражданский проспект ,от 31 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_345_m_1325_et._7966946726?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
2-к. квартира,86,29 998 000₽,,"пр-т Патриотов, 35",,,8 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_867_m_78_et._7873495163?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
2-к. квартира,48,14 808 808₽,,,"Юго-Западная ,6–10 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_486_m_723_et._7406578028?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
1-к. квартира,41,8 150 000₽,,"пр-т Авиаконструкторов, 42к2","Комендантский проспект ,от 31 мин.",,6 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_414_m_910_et._7928430474?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
3-к. квартира,64,16 800 000₽,,"Московский пр-т, 79","Фрунзенская ,6–10 мин.",,15 января 16:00,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_644_m_66_et._7875466913?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
3-к. квартира,95,13 900 000₽,,"пер. Слепушкина, 7","Рыбацкое ,11–15 мин.",,3 февраля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_954_m_416_et._4524923952?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
3-к. квартира,80,17 298 900₽,,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_805_m_34_et._7626165600?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
Апартаменты-студия,28 м²,6 200 000₽,,"б-р Александра Грина, 3","Приморская ,21–30 мин.",,2 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_28_m_415_et._7928726574?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
2-к. квартира,62,20 698 322₽,,,"Приморская ,от 31 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_621_m_522_et._7687407437?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
1-к. квартира,29,6 300 000₽,,"Пейзажная ул., 26","Гражданский проспект ,от 31 мин.",,5 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_298_m_1722_et._7908320046?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjVGFzNEQxTEFqWTNxeko5Ijt9PSVgij8AAAA
1-к. квартира,38,8 199 000₽,,,,,3 часа назад,https://www.avito.ru/sankt-peterburg_peterhof/kvartiry/1-k._kvartira_388_m_15_et._7987218261?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
1-к. квартира,38,9 990 000₽,,"Гаккелевская ул., 25к1","Комендантский проспект ,6–10 мин.",,12 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_383_m_1212_et._7946262647?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
1-к. квартира,31,5 900 000₽,,"ул. Стойкости, 12","Проспект Ветеранов ,от 31 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_314_m_25_et._7967967120?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
3-к. квартира,80,17 298 900₽,,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_805_m_34_et._7626165600?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
4-к. квартира,107 м²,39 500 000₽,,"Малоохтинский пр-т, 16к1","Новочеркасская ,11–15 мин.",,6 декабря 2024,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_107_m_911_et._4635195614?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
2-к. квартира,49 м²,13 100 000₽,,"ул. Олеко Дундича, 35к3","Дунайская ,11–15 мин.",,1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_49_m_612_et._7945067201?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
3-к. квартира,106,45 685 915₽,,"Большой Сампсониевский пр-т, д. 32, корп. А-Б","Выборгская ,6–10 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_1064_m_310_et._4008185381?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
3-к. квартира,58,9 370 000₽,,"ул. Солдата Корзуна, 20к1","Проспект Ветеранов ,21–30 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_588_m_49_et._7879639046?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
1-к. квартира,36,12 650 000₽,,"пр-т Авиаконструкторов, 54","Комендантский проспект ,от 31 мин.",,10 декабря 2024,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_362_m_1112_et._4697763726?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
2-к. квартира,46,7 050 000₽,,"3-й Рабфаковский пер., 10к1","Обухово ,6–10 мин.",,26 октября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_465_m_15_et._7775424091?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
2-к. квартира,58,7 200 000₽,,,,,1 час назад,https://www.avito.ru/sankt-peterburg_peterhof/kvartiry/2-k._kvartira_585_m_14_et._8045810902?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
3-к. квартира,106,56 355 030₽,,"Большой Сампсониевский пр-т, д. 32, корп. А-Б","Выборгская ,6–10 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_1061_m_710_et._4104513435?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
2-к. квартира,70,13 750 000₽,,"ул. Коммуны, 50","Проспект Большевиков ,от 31 мин.",,2 августа 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_702_m_423_et._7554977892?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
1-к. квартира,40,12 300 000₽,,"Комендантский пр-т, 7к1","Комендантский проспект ,6–10 мин.",,3 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_408_m_99_et._7899205167?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
4-к. квартира,73,13 990 000₽,,"Альпийский пер., 15к1","Проспект Славы ,11–15 мин.",,1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_737_m_79_et._7919454384?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
Апартаменты-студия,36,3 970 000₽,,"ул. Отважных, 10","Проспект Ветеранов ,от 31 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_369_m_26_et._7960949208?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
Квартира-студия,27 м²,5 440 000₽,,"Большой пр-т Петроградской стороны, 46/1","Чкаловская ,6–10 мин.",,24 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_27_m_45_et._7903738348?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
2-к. квартира,53,11 379 000₽,,,"Обухово ,от 31 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_537_m_324_et._7837698971?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
2-к. квартира,46,5 599 000₽,,"ул. Добровольцев, 48к2",,,5 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_465_m_55_et._7879091392?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
1-к. квартира,40 м²,8 880 000₽,,"пр-т Королёва, 63к1","Комендантский проспект ,от 31 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_40_m_2020_et._7870058417?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
Квартира-студия,24 м²,4 800 000₽,,"Центральный район, ул. Некрасова, 60","Чернышевская ,11–15 мин.",,7 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_24_m_27_et._7908290926?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
2-к. квартира,59,13 424 000₽,,"ул. Бабушкина, 42к1","Ломоносовская ,до 5 мин.",,9 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_591_m_57_et._7967964708?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
Квартира-студия,18 м²,3 000 000₽,,"1-й Муринский пр-т, 13","Лесная ,6–10 мин.",,26 января 20:49,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_18_m_15_et._7906789036?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
3-к. квартира,56,11 000 000₽,,"Купчинская ул., 16к1","Купчино ,11–15 мин.",,15 января 17:13,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_567_m_29_et._7867959601?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
2-к. квартира,44,9 600 000₽,,"Новоизмайловский пр-т, 32к1","Московская ,16–20 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_449_m_25_et._7938006571?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJBZGF6RFlwM0lrUGJMeW1lIjt9VEUrSj8AAAA
