type,space,price,area_price,address,metro,time_to_metro,date,source
3-к. квартира,104 м²,16 500 000₽,158654²,,,,26 июля 2024,https://www.avito.ru/sankt-peterburg_pushkin/kvartiry/3-k._kvartira_104_m_44_et._3989544143?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
Аукцион: 1-к. квартира,30,от 7 112 000₽,231661²,"Вилькицкий б-р, 6",Приморская,21–30 мин.,6 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/auktsion_1-k._kvartira_307_m_1819_et._7928893364?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
Квартира-студия,24,15 488 000₽,640000²,"ул. Перевозная, д. 1, лит. Б",Садовая,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_242_m_710_et._7928623882?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
Квартира-студия,19,5 700 000₽,292308²,"Арцеуловская аллея, 9",,,Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_195_m_514_et._7889748696?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. квартира,45,6 990 000₽,154989²,"Народная ул., 75",Ломоносовская,21–30 мин.,1 час назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_451_m_35_et._7925777517?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
1-к. квартира,48,22 940 000₽,475934²,"Петровский пр-т, 9к2",Крестовский остров,16–20 мин.,15 января 16:52,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_482_m_69_et._7867915212?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. квартира,46,6 900 000₽,147436²,"пос. Шушары, Московское ш., 264",,,2 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_468_m_79_et._7932721795?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
Квартира-студия,26 м²,6 950 000₽,267308²,"пр-т Народного Ополчения, 149",Проспект Ветеранов,16–20 мин.,4 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_26_m_223_et._8045430699?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
Квартира-студия,29,6 148 740₽,209141²,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_294_m_79_et._7756370358?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
Апартаменты-студия,16,3 490 000₽,211515²,"2-я линия Васильевского острова, 3",Василеостровская,11–15 мин.,25 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_165_m_14_et._7909205498?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. квартира,74 м²,37 300 000₽,504054²,"ул. Миргородская, д. 1, лит. А",Площадь А. Невского II,11–15 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_74_m_79_et._2518890870?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
1-к. квартира,42,10 000 000₽,235294²,"Северный пр-т, 10к1",Озерки,11–15 мин.,4 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_425_m_410_et._7933583134?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. квартира,71,25 420 000₽,357022²,,Приморская,от 31 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_712_m_1216_et._7802206371?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. квартира,33,13 000 000₽,383481²,"Дальневосточный пр-т, 12к2",Проспект Большевиков,16–20 мин.,4 января 2024,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_339_m_413_et._3649398074?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. квартира,79 м²,18 000 000₽,227848²,"Манчестерская ул., 10к2",Удельная,11–15 мин.,27 сентября 2024,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_79_m_817_et._4149116664?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
Квартира-студия,27,17 029 350₽,614778²,"ул. Перевозная, д. 1, лит. Б",Садовая,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_277_m_610_et._7928322823?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. квартира,50,9 700 000₽,191700²,"пр-т Художников, 13к3",Озерки,16–20 мин.,1 час назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_506_m_116_et._7884072695?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. квартира,56,10 138 221₽,178490²,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_568_m_39_et._7756352555?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. апартаменты,44,17 385 000₽,387194²,"пр-т Московский, д. 115, лит. В",Московские ворота,6–10 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._apartamenty_449_m_711_et._7772644315?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. квартира,51,8 000 000₽,154440²,"Белорусская ул., 14/22",Проспект Большевиков,от 31 мин.,1 час назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_518_m_29_et._8045444799?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
1-к. апартаменты,36,6 853 224₽,189840²,,Улица Дыбенко,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._apartamenty_361_m_311_et._2488386636?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
3-к. квартира,85,12 500 000₽,146714²,"пос. Шушары, Вишерская ул., 22",Купчино,от 31 мин.,11 октября 2021,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_852_m_1020_et._2269517482?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. квартира,59,15 900 000₽,269036²,"Антокольский пер., 4к1",Пролетарская,11–15 мин.,5 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_591_m_2326_et._7990120766?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
3-к. квартира,104,30 351 400₽,289889²,"пр-т Юрия Гагарина, д. 32, корп. 4, лит. В",Московская,16–20 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_1047_m_1823_et._7911831466?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
1-к. квартира,53,9 500 000₽,178236²,"ул. Пограничника Гарькавого, 9",,,28 января 12:33,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_533_m_34_et._7900727534?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
1-к. квартира,50 м²,8 900 000₽,178000²,"Большая Подьяческая ул., 5",Садовая,6–10 мин.,1 час назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_50_m_33_et._7889299643?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
Квартира-студия,27,16 890 900₽,609780²,"ул. Перевозная, д. 1, лит. Б",Садовая,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_277_m_510_et._7927935479?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
1-к. квартира,32,7 800 000₽,241486²,"ул. Олеко Дундича, 29",Дунайская,11–15 мин.,3 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_323_m_79_et._7941599903?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
1-к. квартира,44 м²,10 300 000₽,234091²,"ул. Черкасова, 14",Гражданский проспект,6–10 мин.,2 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_44_m_1414_et._7893459700?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
1-к. квартира,40 м²,7 600 000₽,190000²,"Вербная ул., 20/2",Удельная,16–20 мин.,9 октября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_40_m_212_et._7678690740?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
2-к. квартира,50,12 400 000₽,245545²,"Поварской пер., 12",Маяковская,до 5 мин.,29 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_505_m_15_et._7793137008?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
1-к. квартира,40,11 018 013₽,273400²,,Улица Дыбенко,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_403_m_218_et._7534610635?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
1-к. квартира,39,9 300 000₽,235443²,"ул. Савушкина, 115к3",Старая деревня,11–15 мин.,3 марта 2024,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_395_m_1417_et._4194026093?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJRm93VGxGUmVVRkdDYmUwIjt9HFgA6z8AAAA
Квартира-студия,27,16 890 900₽,609780²,"ул. Перевозная, д. 1, лит. Б",Садовая,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_277_m_510_et._7927935479?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
1-к. квартира,32,7 800 000₽,241486²,"ул. Олеко Дундича, 29",Дунайская,11–15 мин.,3 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_323_m_79_et._7941599903?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
1-к. квартира,44 м²,10 300 000₽,234091²,"ул. Черкасова, 14",Гражданский проспект,6–10 мин.,2 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_44_m_1414_et._7893459700?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
2-к. квартира,50,12 400 000₽,245545²,"Поварской пер., 12",Маяковская,до 5 мин.,29 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_505_m_15_et._7793137008?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
1-к. квартира,40,11 018 013₽,273400²,,Улица Дыбенко,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_403_m_218_et._7534610635?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
1-к. квартира,39,9 300 000₽,235443²,"ул. Савушкина, 115к3",Старая деревня,11–15 мин.,3 марта 2024,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_395_m_1417_et._4194026093?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
2-к. квартира,50,12 900 000₽,257485²,"Будапештская ул., 5к2",Международная,11–15 мин.,1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_501_m_79_et._7977528322?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
Квартира-студия,25,4 550 176₽,177050²,,Рыбацкое,от 31 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_257_m_223_et._7892910425?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
Квартира-студия,30 м²,6 400 000₽,213333²,"ул. Радищева, 17-19",Площадь Восстания,6–10 мин.,28 октября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_30_m_25_et._7754498846?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
1-к. квартира,57,21 520 000₽,375567²,,Приморская,от 31 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_573_m_27_et._7801978148?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
2-к. квартира,44,7 400 000₽,167421²,"Будапештская ул., 35к2",Проспект Славы,11–15 мин.,Вчера,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_442_m_35_et._7968608222?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
2-к. квартира,56,13 900 000₽,245583²,"Гражданский пр-т, 105к1",Гражданский проспект,11–15 мин.,29 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_566_m_99_et._7800686703?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
1-к. квартира,38 м²,9 500 000₽,250000²,"Богатырский пр-т, 36к1",Комендантский проспект,16–20 мин.,1 час назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_38_m_1117_et._7970519473?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
2-к. квартира,62,16 991 182₽,270560²,,Улица Дыбенко,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_628_m_313_et._7534326098?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
3-к. квартира,89 м²,15 800 000₽,177528²,"Гаванская ул., 45",Приморская,16–20 мин.,19 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_89_m_45_et._7845131835?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
1-к. квартира,48,22 940 000₽,475934²,"Петровский пр-т, 9к2",Крестовский остров,16–20 мин.,15 января 16:52,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_482_m_69_et._7867915212?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
1-к. апартаменты,46,9 280 000₽,200000²,"Таллинская ул., 11с2",Новочеркасская,6–10 мин.,2 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._apartamenty_464_m_99_et._7910737656?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
4-к. квартира,74,11 500 000₽,154155²,"пр-т Луначарского, 62к1",Озерки,16–20 мин.,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_746_m_39_et._7848770110?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
Квартира-студия,13,2 990 000₽,228244²,"ул. Черняховского, 52",Лиговский проспект,до 5 мин.,22 января 18:02,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_131_m_14_et._7897720530?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
Апартаменты-студия,23,4 682 804₽,201845²,,Улица Дыбенко,21–30 мин.,,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_232_m_411_et._2488049875?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
3-к. квартира,86 м²,14 500 000₽,168605²,"пос. Шушары, Новгородский пр-т, 10",Купчино,от 31 мин.,27 апреля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_86_m_1924_et._7314259820?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
1-к. квартира,35,7 600 664₽,214708²,"ул. Соколиная, д. 10, корп. 2, стр. 1",,,,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_354_m_44_et._3499103612?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
2-к. квартира,53,21 650 000₽,404673²,"26-я линия Васильевского острова, 7",Горный институт,до 5 мин.,1 сентября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_535_m_212_et._7693435996?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
Квартира-студия,25 м²,5 599 000₽,223960²,"Невский пр-т, 95",Площадь Восстания,до 5 мин.,1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_25_m_37_et._7961616665?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
1-к. квартира,35 м²,9 990 000₽,285429²,"ул. Седова, 91к2",Ломоносовская,11–15 мин.,28 января 13:06,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_35_m_37_et._7816479994?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
Квартира-студия,23 м²,4 799 000₽,208652²,"Лермонтовский пр-т, 10/53",Садовая,16–20 мин.,2 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_23_m_34_et._7929804017?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
2-к. квартира,67,11 385 458₽,168175²,,,,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_677_m_212_et._7680574017?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
3-к. квартира,55,10 500 000₽,188510²,"ул. Орбели, 18",Площадь Мужества,16–20 мин.,28 января 20:29,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_557_m_35_et._7887312262?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
2-к. квартира,57,13 990 000₽,242882²,"Долгоозёрная ул., 2",Комендантский проспект,16–20 мин.,1 час назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_576_m_310_et._7884105483?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
Квартира-студия,25 м²,6 560 000₽,262400²,"Галерная ул., 53",Василеостровская,16–20 мин.,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_25_m_24_et._7991046405?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
2-к. квартира,49,9 500 000₽,190381²,"пр-т Кузнецова, 23к1",Юго-Западная,от 31 мин.,12 ноября 2023,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_499_m_59_et._3689650432?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5cnMxSEZhUlRaUHRpbmZLIjt9i8oCoj8AAAA
